Column1;acctdesc;location;following;followers;totaltweets;usercreatedts;tweetcreatedts;retweetcount;hashtags;text;target
585;"chile pais de guerreros .yo aprobé. no soy de partidos políticos🤮, tengo cero paciencia pa aguantar weones. Fachos no ✋
, #Doglover #animallover #noalmaltrato";;516;538;5172;08/07/2020 20:46;09/11/2020 14:21;0;[{'text': 'ContigoCHV', 'indices': [227, 238]}];Osea por ser inmigrante el weon puede hacer la wea que quiera, wenaaaa sigamos igual y que nos pasen por ensima total son extranjeros, 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ ven el hacerse cargo pero porque chucha Chile debe hacerse cargo del cacho #ContigoCHV;1
596;;;68;10;2671;29/04/2020 18:54;09/11/2020 14:07;0;[];@lolimaripeli @liusivaya Lamentablemente en este paisaje que ser inmigrante,ladronzuelos,bisexual,homoxesual ,a los que llevamos 45 años trabajando y cotizando,y nos Cierran el Negocio NO tenemos derecho a NADA,ni mascarillas gratis futuro tenemos! Alguien me contesta? Por Favor hacerlo.;1
599;Mami ya logré lo que soñaba desde chico.💀;Recreo, Argentina;40;25;279;08/09/2019 23:14;09/11/2020 14:00;0;[];No es por nada,pero mi mamá se levanta a las 4 de la mañana y hoy salió temprano y quiso recostarse y voos NEGRO DE MIERDA PORQUE ESO SOS VENIS Y PONES MUSICA DE COLON? SOS JODA LOCO? NO TODOS ESTAMOS ALP2 COMO VOS VIEJO DE MIERDA. Acá laburamos todos.;1
620;;;363;535;8878;22/01/2016 23:22;09/11/2020 13:27;0;[];"@mensajero999 @loutaylorp otra activista castrochavista.
vayase a su pais a exigir derechos.
en q país los extranjeros hacen las constituciones o las leyes.
Con razón tanto inmigrante nos metieron ahora nueva% seremos colonia si les siguen dando alas a estos infiltrados.";1
623;islamogordofobia;;159;30;1047;21/07/2020 1:13;09/11/2020 13:26;0;[];@BrunsJapones NO NECESITAS CONFESAR QUE A HOMER LE LLAMAS HOMERO, PANCHITO;1
637;;;96;235;5023;05/11/2019 12:12;09/11/2020 13:02;0;[];Chile tiene derecho a defender su frontera. Este país es llegar y llevar. Paren de abusar y destruir Chile. Ni un inmigrante mas https://t.co/dS98z1syh9;1
640;;;37;8;2151;07/02/2019 3:40;09/11/2020 12:55;0;[];@DiarioOle El negro de mierda cara de mono de Tévez debería estar parado el mismo tiempo que lo esté aguerre. Pedazo de HdP;1
641;Técnico informático, Papa de Thiago, Bostero.;Ciudad Autónoma de Buenos Aires, Argentina;125;37;99;21/11/2016 15:03;09/11/2020 12:55;0;[];@SantinoCapocha @robmartucci @infobae Cerra el orto negro de mierda... metete el virus en el orto y fíjate si te gusta. Capas te hace bien tener algo metido adentro la concha de tu madre fracasado de mierda.;1
652;Vox, extrema necesidad! Viva España  ! !  🇪🇸 ✌️💚✖️   💯x💯 🇪🇸;;632;439;4914;06/12/2014 20:15;09/11/2020 12:33;0;[];@AnabelAlonso_of Has acogido ya en tu casa a algún inmigrante ilegal ??;1
660;;;52;7;860;04/10/2020 22:18;09/11/2020 12:22;0;[];@CHVNoticias Y hasta cuando permiten tanto inmigrante? Los chilenos  tendremos que demandar al estado y a todos los que resulten responsables por la traición a la patria y a los chilenos Los tratados no los firmamos los chilenos sino los traidores, que quieren robarnos nuestra independencia;1
685;Español. Orgulloso de mi país, de sus costumbres y de su gente.🇪🇸;;2466;1586;8628;08/01/2019 20:05;09/11/2020 11:40;0;[];"@Jorgebuxade @FerriMyriam @EFEnoticias Esto podría considerarse como Alta Traición por parte del Gobierno?
Permitir y no repatriar de inmediato a todo inmigrante ilegal que entra en nuestro país?
Se puede saber, en el estado de alarma en el que estamos, como se consiente la llegada masiva de miles de inmigrantes?";1
690;;;60;3;40;09/07/2017 1:24;09/11/2020 11:29;0;[];@oficinaevelyn @Naturalized_Pat @CNNEE Usted se queda calladita que usted es una simple inmigrante y todavia falta lo que dictamine la corte suprema y no se emocione porque los medios lo que hacen es difamar. El que quiera socialismo que se venga para Venezuela.;1
696;;;131;360;7251;10/04/2020 13:04;09/11/2020 11:20;0;[];@gabo_a113 @AndresChaos @T13 Obviamente no ..  como un inmigrante educado con la historia de su país y que no tiene idea de como funciona pais va a dar opinión de como los chilenos debemos vivir ..  además no pueden ser políticos farsante ql;1
701;No voy a quedarme de brazos cruzados mientras destrozan 🇪🇸. Hay que devolver con firmeza cada uno de los golpes que pretenden dar a nuestra 🇪🇸.;;3655;3317;1438;07/05/2020 22:29;09/11/2020 11:03;0;[];"@jucilnacional @MeerRocio Deportación inmediata.

Inmigrante: si no respetas la Ley, si no respetas España, no te aceptamos : FUERA!";1
703;casada, siempre por la derecha... nieta de inmigrantes🇮🇱;;497;441;10340;20/10/2019 21:12;09/11/2020 10:56;0;[];Vamos a terminar siendo inmigrante en nuestro país. @sebastianpinera para la inmigración ilegal. https://t.co/2yKcO8Qshl;1
705;"❤🇨🇱 #patriota
artista sureña y mamá";;2080;1905;1826;18/09/2020 13:49;09/11/2020 10:54;1;[{'text': 'ChileUnidoAvanza', 'indices': [212, 229]}, {'text': 'Patriotas', 'indices': [231, 241]}];"Qué tiene que hacer un inmigrante en nuestra Constitución?, ellos no pueden hacer nuestras bases, se tienen que apegar a nuestras bases, no hacerlas, si las quieren hacer haganla en sus países...o no se atreven?
#ChileUnidoAvanza 
#Patriotas";1
708;Newell's.;Rosario;325;349;45201;13/07/2010 14:37;09/11/2020 10:52;0;[];@__CarlitosTevez Negro de mierda. Así. Con esas palabras.;1
710;;;97;20;5319;23/05/2014 20:28;09/11/2020 10:45;0;[];@RunRunesWeb Tan profesional que él y el negro de mierda de Obama permitieron el renacimiento del comunismo en la América latina y el fortalecimiento de la dictadura cubana y Venezuela y la cuerda de gobiernos corruptos de la region al igual que las legiones terroristas islamiicas existentes;1
711;"SOMMELIER & MELÓMANO EMPEDERNIDO.
Se realizan catas privadas!";Santiago, Chile.;3858;3202;75708;05/09/2011 14:55;09/11/2020 10:45;0;[{'text': 'LindaLaWea', 'indices': [163, 174]}, {'text': 'NoMasInmigrantes', 'indices': [175, 192]}];"Ser inmigrante ilegal en Chile, es la papa! Te dan de todo, y si no lo exiges y el @GobiernodeChile corre a dártelo, si hasta cupos en la constituyente tendrán!!!
#LindaLaWea #NoMasInmigrantes";1
713;MUJER experta en secretos en TODOLOGIA.;;25;5;2543;25/03/2019 22:23;09/11/2020 10:43;0;[];@GobAbierto_AR Albert te mostras como negro de mierda haciendo que hagan un ruido deprimente y de degenerado! te muestra en tu maxima expresión barato, mersa, prostituido y sin vestigio de ser ser humano! O xque sos inservible y vendido y mercenario a guita mal habida y negrero?;1
714;Anti inmigración descontrolada, anti izquierda, PATRIOTA, Pinochetista, “Alea iacta est”;;512;426;2443;29/01/2016 17:10;09/11/2020 10:42;0;[];Siguen ingresando inmigrantes ilegales y una Venezolana que es coordinadora, alega que es obligación recibirlos y protegerlos. Linda la vida, una inmigrante viene a decirnos lo que en nuestro país debemos hacer. https://t.co/qqUXggrEfM;1
724;Si alguien pregunta por mi ideología política, está al fondo a la ultraderecha.;Sevilla, España;468;403;10630;03/02/2019 14:47;09/11/2020 9:59;0;[];@RICARDOCASESG @pnique @juanmalpr Espera al recuento, basura inmigrante que lo mismo nos vamos a reir. Hasta muy pronto, estiércol.;1
730;;Santa Cruz de Tenerife, España;773;424;66021;01/10/2017 6:56;09/11/2020 9:45;0;[];"@MeerRocio Esta pija izquierdos no ha visto un inmigrante negro o moro en su vida!!
La casta no ve los documentales de la 2";1
731;"Negass es la contracción de “negocios” y ""asociaciones"" feministas. Con tus impuestos.";Boston, MA;1507;1560;21082;06/11/2018 19:50;09/11/2020 9:44;0;[];"@SocialGobCan @teatenerife Canarias está en pandemia - crisis económica - desempleo - colas del hambre - invasión inmigrante.

Canarios ¿cómo os dejáis hacer esto? https://t.co/mKnC8BCiss";1
739;Disfrutando de la vida. Graduado en Ciencias de la Alimentación. Maestría en Gestión en Seguridad Alimentaria. IFS, BRC, ISO22000. 🇪🇸 ¡Hala Madrid!;Madrid, España;121;152;11584;23/01/2013 15:15;09/11/2020 9:11;0;[];80M€ para menas, y los colegios? Ni un euro a inmigrante.;1
740;"ANTI-SOCIALISTA!!!
🇻🇪🇪🇦 Agradecido con el país q me abrio las puertas hace ya 14 años!!!";;158;21;357;06/08/2020 14:02;09/11/2020 9:05;0;[];@claroCarinete @vox_es @Santi_ABASCAL Para ello debería haber un plan de migración CONTROLADA y OJO YO SOY INMIGRANTE, pero esa continua llegada SIN CONTROL lo q trae es el hundimiento de los servicios y la economía local, LO NORMAL sería q los devolviesen a su país de origen, pero eso a Podemos y PSOE no conviene;1
741;;;155;39;1609;05/12/2012 22:34;09/11/2020 9:02;0;[];@hermanntertsch A joderse, inmigrante, pero de los malos. 🤮🤮🤮;1
743;average fried chicken enjoyer;Wilde Village;140;68;5378;04/06/2019 2:49;09/11/2020 8:53;0;[];te fuiste desinstalado valorant peruano gano 5 seguidas me dejan en silver pierdo 2 y me bajan a bronce juego de los cojones riot y la concha de tu hermana inmigrante de color;1
760;"📍Lucas ingénito
📍Fanático del Club Atlético River Plate.
📍Abogado y traductor.";;20;7;521;13/07/2020 10:25;09/11/2020 7:31;0;[];@DiarioOle No, corrección. Sos un mala leche negro de mierda.;1
766;En Youtube;MOCKBA;60;316;586;09/08/2016 13:32;09/11/2020 7:05;0;[];2000 inmigrantes más la última semana en Canarias, hospedados en hoteles. 50 euros por inmigrante paga el Estado a dueño de hoteles.;1
800;~ Buscando el sentido de la vida ~;;76;48;1177;09/04/2019 14:30;09/11/2020 5:09;0;[];Lo bueno de hoy es q casi me hagarro a las trompadas con un negro de mierda 😂;1
801;;;123;251;8903;04/11/2019 0:42;09/11/2020 5:00;0;[];La gorda centroamericana inmigrante de tokyo godfathers que tiene voz de mujer blanca flaca de clase alta de buenos aires;1
806;Tiro la caña jugando al among us y haciendo memes de la que me quiero follar hehehe soy la polla🇪🇦Tengo bigote de duque y pelito risaito🔥;;59;10;305;20/08/2020 21:48;09/11/2020 4:37;0;[];@JeffFajardo93 @TONYREYES2013 @elchiringuitotv @LaLigaDeRafa Pero panchito guarro tu q vienes a opinar si no eres ni de España, ponte a ver la liga esa panchita q tenéis y deja la española tranquila. Vete a transmitir tu sabiduría futbolistica con tus hermanos los monos;1
827;"La oveja negra de la familia.
Cazulista. Yo vine al mundo con la celeste puesta. @ClubScristal. 
Muay thai & Krav Maga lover.";Kreuzberg, Berlín;4918;733;15040;12/12/2016 18:03;10/11/2020 23:49;0;[];Landauri negro de mierda fracasado!;1
835;Life is short so live it cool every minute !!;Stockholm, Sweden;86;24;5074;27/11/2016 21:44;10/11/2020 23:45;0;[];@larepublica_pe Bueno pues siendo de otra nacionalidad no tienen por que inmiscuirse en esos problemas, en Suecia está prohibido que un inmigrante realice esas acciones sino deportación.;1
885;"Piensa mal.. y te quedarás corto.

De esta vida sacarás... lo que metas,  nada más.";ESPAÑA;403;373;16576;15/04/2012 14:18;10/11/2020 22:54;0;[];@policia Asi es, mujer. Pero que sepas que si quien ejerce  violencia de cualquier tipo sobre ti es inmigrante ilegal ni Irene Montero  ni ninguno de sus chiringuitos feministas moverá  un dedo por ti.;1
888;;;54;78;1375;09/08/2020 22:56;10/11/2020 22:50;14;[];Cerremos las froteras terrestres a fin de no encontrarnos con sorpresas una vez estén acá.Demasiado inmigrante sin profesión,sin una expertiz técnica.Solo delincuentes y malhechores que no aportan NADA al pais.Hasta cuando por la flauta.;1
894;Autonomo valenciano, monárquico y anticomunista.;Gandia (Valencia);86;35;1283;20/07/2012 15:30;10/11/2020 22:41;0;[];@daviddh91 @RedondoMarcos @voz_populi Vives en una isla no?, tú no podrás gastar para tus hijos pero los inmigrante ilegales viven en vuestros hoteles de 4 estrellas gratis y tu sin poder salir a cenar xq los turistas se van a otro país, a qué es gracioso chavalote?.;1
912;Seguidor del Real Madrid y del Rayo Majadahonda⚡️. Cuando no estoy viendo fútbol, trabajo en ciberseguridad.;;613;118;5067;28/04/2011 19:37;10/11/2020 22:19;0;[];Ale, a mamarla que en la Guyana el inmigrante es el blanquito. Inmigración masiva para extirpar la identidad de los guayaneses... https://t.co/jZyagKvv42;1
939;;Chile;224;316;3165;31/08/2010 0:53;10/11/2020 21:50;0;[];@clintjoselint @caesear Es verdad che se fue. La mierda con tanto inmigrante penca que ha llegado... Solo recuerden al haitiano empelota golpeando autos.... Que pena por mi país y todo por culpa del zurderio y políticos de la. Misma mierda tengo mucha rabia...;1
952;"Soy un tío soso, gris y aburrido.

Epstein didn't kill himself. And Biden didn't win.";Tarragona, Tabarnia, España;1660;1747;114358;21/05/2010 8:27;10/11/2020 21:37;0;[];@nico_accion @Capichi_liberi @EFEnoticias Inmigrante ilegal. Punto.;1
956;"Periodista y escritor. Autor de ""Hai que roelo"", novela inspirada en el Pontevedra CF de los 60. Escribo sobre #CronicaNegra de #Galicia y España.";Galicia;22325;20146;100499;30/01/2018 21:33;10/11/2020 21:32;0;[];Un inmigrante ghanés mata a un matrimonio en Ferrol https://t.co/BlPRiuKMmk;1
959;Amante de los animales y soñador  inconformista.;Islas Canarias, España;829;240;2709;20/02/2020 20:31;10/11/2020 21:30;2;[];"A esta familia le dan cita para dentro de 1 año. A los inmigrante les atienden al momento.
Así va España 
https://t.co/SPL4nHFk7C";1
960;informador;;118;13;1451;17/04/2020 17:03;10/11/2020 21:28;0;[];@Brujaycotilla Este un moro de mierda asqueroso y maxista chabelita manda al zumbado a marruecos con su especie de maxistas;1
961;informador;;118;13;1451;17/04/2020 17:03;10/11/2020 21:27;0;[];@GhBuho Es un moro de mierda maxista gordo y asqueroso sera no hay marroquis chabelita guapos no como este feo y asqueroso moro mierda;1
985;;;555;206;43084;06/11/2015 12:40;10/11/2020 21:09;0;[];@PatriciaReyes_R @GirautaOficial Un moro de mierda. Que coño de un niño!;1
986;;;258;262;24315;29/11/2015 14:08;10/11/2020 21:09;0;[];@GregorioRCh @PODEMOS @pnique Los chanchullos y evadir pagar impuestos y alterar votaciones  son las especialidades de Echenique en estos casos se mueve como pez en el agua lo que le hace mucho daño es trabajar como buen podemita a parte de sudaca.;1
1003;"🇦🇷
Libertaria de hormonas.";Carmen de Patagones;317;350;5848;30/01/2019 4:55;10/11/2020 20:54;0;[];@RoquismoNaciona Callate negro de mierda;1
1005;;;193;694;12353;05/02/2017 21:31;10/11/2020 20:52;0;[];@Carlosrcollao Fronteras abiertas para todo inmigrante legal e ilegal,incluídos unos cuantos sicarios,terroristas,narcos, prostitutas, prestamistas,etc,etc,etc,etc. Ahora ya nadie los sacará del país.;1
1011;no me gustan los rojos ni lo comunistas solo traen miseria paro y hambre. 🇪🇸🇪🇸VOX🇪🇸🇪🇸🇪🇸🇪🇺;;911;538;4130;19/12/2008 23:09;10/11/2020 20:47;0;[];@N_Trastamara Me cago en el puto negro de mierda;1
1018;Presidente del Gobierno y Doctor Cum Fraude. Mi persona y yo trabajamos por la igualdad, el feminismo, la ecosostenibilidad y todo eso. [PARODIA];;0;20325;5754;27/11/2018 18:57;10/11/2020 20:40;2;[];Para aspirar a un puesto como el que ud. refiere, lo primero y más importante es la antigüedad con el carnet del PSOE. Luego vienen otros méritos como el activismo, ser gay/lesbiana/inmigrante/de color/de la religión de la paz,... todo eso da puntos. 🌹 https://t.co/EOXRcyS99f;1
1019;;;57;31;1441;18/01/2012 21:25;10/11/2020 20:39;0;[];@okdiario Sin menospreciar a ningún minusválido, pero este tío es minusválido de todo en su vida. Es increíble que este inmigrante de mierda este en España y que lo hayamos acogido como persona de bien....;1
1023;;;7;1;136;06/08/2020 19:33;10/11/2020 20:31;0;[];@RevistaSemana @cardenasjorgee @saludhernandezm Que clase de estupideces juntas podrían salir de la unión de un bueno para nada iletrados como Cárdenas y una inmigrante española rancia fracasada?... Perfaver!!!;1
1024;"Filósofa y Economista. 
La única forma de acabar con la injusticia es con palabras claras.";El mundo;184;214;650;26/07/2015 22:20;10/11/2020 20:30;0;[];@CarlosGarciaTFE @CBClarinos @CabildoTenerife A lo mejor entre las jugadoras hay alguna inmigrante y todo;1
1029;TRUMP PRESIDENT!!!;;307;352;3082;07/04/2020 4:08;10/11/2020 20:25;2;[];@Franrechazo @Lafacha8 @paas2308 @Navarrosenador1 Londres con tanto inmigrante está horrible.;1
1041;"❤Chileno de corazon ❤ 
❤Israelita del Alma ❤
💪FUERZA NACIONAL💪
¡¡NO al Comunismo en Chile.!!";Araucania, Chile;227;288;1432;21/12/2010 21:22;10/11/2020 20:15;0;[];Hay que hacer una marcha anti-inmigrante lo mas pronto posible... https://t.co/jvTS43O2aN;1
1052;soy rubia de ojos verdes;La Plata, Argentina;65;25;380;28/02/2019 4:17;10/11/2020 20:03;0;[];@LaBelgrana Hijo de puta queres seguir haciendo trampa negro de mierda https://t.co/wKNYlmTub4;1
1062;;France;1749;1633;95993;18/04/2012 18:00;10/11/2020 19:50;0;[];Nadie mata a este negro de mierda 🤦‍♂️ https://t.co/lLbzFWGUlI;1
1063;Luchando por recuperar la España que conocí de niño y de la que hoy ya solo quedan cenizas.;Madrid, España;1323;1368;22556;18/06/2018 0:11;10/11/2020 19:46;0;[];@johen591 @ElisaNorio @AFPespanol Eres un panchito analfabeto, dejo de hablar con usted.;1
1066;ig:@santi_zorrapi :);;26;30;174;22/09/2020 6:15;10/11/2020 19:44;0;[];@ttomas241 no me importa negro de mierda;1
1074;Alegría;;75;62;5965;15/01/2020 21:07;10/11/2020 19:36;1;[];@As_de_Treboles Ni saben ni conocen la vergüenza, quieren al español muerto de hambre y al inmigrante bien contento para tener los votos perdidos.;1
1098;;;203;103;1318;12/10/2020 18:53;10/11/2020 19:09;0;[];@marianofake JOE  BIDEN   ,,,,,  NO  SE  PONE A  LA  ALTURA  DE  ESTE  PUTO  MORO   DE   MIERDA;1
1104;Me levanto cada día agradecido por el aire, vivir en paz y armonía con mi gente.  La cultura de PILLO no permite que Chile supere el subdesarrollo.;Santiago, Chile;578;276;8317;19/02/2016 3:51;10/11/2020 19:03;0;[{'text': 'contigoendirectochv', 'indices': [260, 280]}];Todo el día hablando de un enfermo inmigrante que asesinó gente..estoy esperando escuchar que hace esta persona aquí?, quien se responsabiliza de la migracion? Qué fiscalización se hace en la comuna que dejó el ministro del interior? Cuales son las políticas? #contigoendirectochv;1
